title,release_year,adjusted_domestic_gross
Primo Amore,2005,15119.53302611367
Let's Get Frank,2004,15621.802011646374
Acts of Worship,2003,16022.439130434781
Crazy Like a Fox,2006,14622.095238095239
Fritz Lang’s Indian Epic,2019,11490.293312475556
Skid Marks,2008,13644.930794240594
The End of Love,2013,12605.68583690987
Pastor’s Kid,2024,9340.0
200 Cartas,2013,12600.288412017166
BRO',2012,12774.55400696864
Honeymoon,2014,12376.760456273763
Medeas,2015,12354.46075949367
Wonderful World,2010,13419.301237964237
Little Bites,2024,9299.0
Learn to Swim,2022,9983.03245644004
Familia rodante,2006,14489.535714285714
The Sleeping Negro,2021,10766.169741697415
Crossing the Line,2007,14041.076700434152
Die Frau mit den 5 Elefanten,2011,12939.468208092483
Rana's Wedding,2003,15805.434782608694
What Happened Last Night,2016,12109.639999999998
Une Femme d'extérieur,2000,16866.592334494773
Milk & Honey,2005,14860.350230414746
The Sacrament,2014,12247.918884664132
Vito Bonafacci,2011,12884.947976878611
Mojave,2016,10811.429999999998
A Trial in Prague,2001,16332.467532467532
Cracked Up,2019,11308.317559640203
Ghost Team One,2013,12407.330472103002
Alice,2020,6074.188562596599
Frank & Lola,2016,12036.279999999999
Lo zio indegno,1991,21197.762114537447
Prince of the Himalayas,2011,12830.427745664738
Average Joe,2021,10645.51439114391
Robert Blecker Wants Me Dead,2009,13434.920279720278
Things Will Be Different,2024,7746.0
Just One More Kiss,2020,11091.468315301388
Cupcakes,2015,12110.369620253165
Hell's Kitchen,1999,17214.626650660262
Revolution#9,2002,15934.959421901054
Made in France,2016,11943.269999999999
Faith Connections,2014,12101.809885931558
Around June,2012,12463.714285714284
Gerontophilia,2015,6521.478481012658
Janky Promoters,2009,13292.744055944055
El Mar La Mar,2018,11350.20310633214
Living Life,2005,14591.508448540706
Decoding Deepak,2012,12392.508710801392
The Well,2000,16510.564459930316
Esther Kahn,2002,15786.41022790439
"Frantz Fanon: Black Skin, White Mask",1998,17407.730061349692
Pleure Pas Germaine,2001,15996.941840767926
Ten Benny,1998,17365.295705521472
Duet for One,1986,25817.518248175184
Broderskab,2010,12943.592847317743
Kedma,2003,15315.039130434781
Harem Suare,2000,16348.06968641115
Drei Sterne - Die Koche und die Sterne,2012,12244.620209059232
Black White + Gray...,2007,13557.267727930534
Brutal Beauty: Tales of the Rose City…,2010,12868.632737276479
Love Forbidden,2003,15246.691304347825
This is Congo,2018,8828.492234169653
Have You Got It Yet? The Story of Syd…,2023,6206.485067279292
ABC Africa,2002,15529.507504168982
Northern Soul,2015,11788.010126582278
Strajk - Die Heldin von Danzig,2007,13455.652677279304
B-Side,2015,11766.784810126583
An American Journey,2009,12998.131468531466
From the Journals of Jean Seberg,1996,17769.9120458891
Sans queue ni tete,2011,12380.28634948866
Nelly,2017,3907.231334149327
La pirogue,2013,11922.911587982831
That Pärt Feeling—The Universe of Arv…,2019,10842.312084473993
Cuba: Island of Music,2004,14656.465854949709
Sunset Story,2005,14169.732718894007
Dawn of the Crescent Moon,2015,11672.59746835443
I'll Sing for You,2004,14643.150873478031
Separated,2024,8766.0
The Young Girl and the Monsoon,2001,15549.57425183512
Private Confessions,1999,16529.58943577431
Reparation,2016,11465.119999999999
Kak ya provyol etim letom,2011,12208.337927967983
Closing Escrow,2007,13223.606367583212
Blood Feast,2018,10903.206690561528
Je suis heureux que ma mère soit viva…,2011,12169.195197865716
There There,2022,9338.55005124701
Final,2001,15432.406549971765
Out of the Past,1998,16757.712883435583
Man on a Mission,2012,11896.808362369336
Julian Schnabel: A Private Portrait,2017,11132.915544675643
Kabbalah Me,2014,11517.373891001267
Objectified,2009,12704.984615384614
Without the King,2008,12650.474686483974
"Film, the Living Record of our Memory",2023,8930.52838857893
Little Accidents,2015,11473.610126582278
Days and Nights,2014,11485.495564005068
"Small, Beautifully Moving Parts",2012,11818.756097560974
Chestnut,2024,8631.0
A Good Day to be Black and Sexy,2008,12600.824895494658
Meet Me in Montenegro,2015,11424.52658227848
Farewell to Hollywood,2015,11409.93417721519
G.I. Jesus,2007,13032.509406657018
Wa-shoku: Beyond Sushi,2015,11368.810126582279
Burial,2022,9201.060471472498
A Banquet,2022,5626.331397335155
Providence,2016,11208.359999999999
My Voyage to Italy,2001,15137.712027103331
If I Didn't Care,2007,12932.410998552821
I Was a Jewish Sex Worker,1997,16701.39813084112
Aïe,2000,15550.202090592335
Enemies of the State,2021,9855.453874538744
Radio Free Albemuth,2014,11280.942965779468
Summer of 67,2018,10632.755077658303
Furlough,2018,10607.713261648745
Canopy,2014,11239.766793409379
Salvadore Allende,2006,13184.214285714286
A dios momo,2007,12820.179450072357
Blind Date,2009,12383.98881118881
At the Gates,2023,8716.938628158845
Battle for Haditha,2008,12329.211333023686
Dil Pe Mat Le Yaar,2000,15415.094076655054
Wangjiao Kamen,2008,12324.830469112865
Tenemos La Carne,2017,10823.774785801714
Hello Herman,2013,11384.51845493562
Glastonbury,2007,12768.613603473226
Brooklyn Brothers Beat the Best,2012,11527.087108013937
Circus,2000,15347.540069686413
Evil Remains,2004,13974.073054526203
Amexicano,2008,12247.43520668834
No,1999,15814.357743097238
Downloaded,2013,11303.557081545063
Counting,2015,11108.8
Christmas at Maxwell's,2006,13053.214285714286
Eternity: The Movie,2014,11091.001267427122
A Teacher,2013,11264.42575107296
Young People Fucking,2008,12178.801672085461
Summer in Berlin,2007,12648.798842257596
Natasha,2017,10678.824969400244
D’Ardennen,2016,7385.779999999999
Winter of Frozen Dreams,2009,12196.374825174824
The Dead Center,2019,10229.988267500978
Mr. Chibbs,2017,10650.60465116279
The Freebie,2010,11964.786795048143
Grace,2009,12161.1972027972
"The Kingdom, Part II",1998,15997.752147239264
Served Like a Girl,2017,10633.929008567931
The Kennedy Incident,2021,9615.303321033209
Yonkers Joe,2009,12145.074125874124
Bounce: Behind the Velvet Rope,2001,14708.097120271032
We Are Twisted F***ing Sister!,2016,10842.869999999999
Life Partners,2014,10978.098859315589
Ich und er,1989,20955.774193548386
John Sayles Retrospective,2002,14431.991106170093
Cavalo Dinheiro,2015,8633.39746835443
Before I Disappear,2014,10959.503168567808
Korkoro,2011,11521.94219653179
Silicon Cowboys,2016,10793.089999999998
Pink Narcissus,1999,15533.171668667466
The Innocent Sleep,1997,16111.775700934579
Hammett,1982,26787.531606217613
Shadowland,2009,12049.801398601398
Mememe no kurage,2014,10859.883396704688
Yellow Asphalt,2002,14281.694274596997
Weirdsville,2007,12377.319826338638
And Then Came Love,2007,12372.76989869754
Inside the Rain,2020,9888.778979907262
Twist of Faith,2005,13086.316436251918
Writer of O,2005,13083.096774193547
Loren Cass,2009,11909.090909090908
A Little Family Drama,2024,8125.0
From Nowhere,2017,10401.752753977968
James Joyce's Women,1985,23676.42379182156
The Wave,2020,9841.40030911901
Next Year Jerusalem,2014,10749.637515842838
Pawn Shop Chronicles,2013,10913.593133047209
Lucy and Whitney,2023,8343.414506071545
Games of Love and Chance,2005,13015.48387096774
Golden Kingdom,2016,10580.869999999999
The Other Side,2016,10576.939999999999
Spinning into Butter,2009,11819.681118881117
La maison de la radio,2013,10875.811158798282
Nola,2003,13768.669565217391
Desperate Acts of Magic,2013,10866.36566523605
Sixteen Years of Alcohol,2005,12952.700460829492
Fall to Grace,2006,12543.25
Reunion,2009,11769.846153846152
The Iron Man,2007,12171.056439942111
Steak (R)evolution,2015,10645.822784810127
Straight Outta Tompkins,2015,10641.843037974682
Wrecked,2011,11211.596265006669
Occupation: Dreamland,2005,12907.625192012287
Mind Body & Soul,2024,8014.0
The Piccadilly Cowboy,2007,12133.14037626628
The Dust Factory,2004,13314.981471678137
Blood and Concrete,1991,18466.96035242291
Pipe Dream,2002,13977.605336297942
Talent Has Hunger,2016,10477.38
Paper Mask,1990,19222.420811017597
Eleven Minutes,2009,11705.353846153845
I Got a Monster,2023,8224.753528060388
One Small Hitch,2015,10566.227848101265
Hi-Life,1998,15347.734969325153
Stolen,2010,11450.1568088033
Mugabe and the White African,2010,11422.767537826685
CHAAW: Chapter 1,2023,8172.129963898918
Portret van een tuin,2016,10367.339999999998
Fest of the Best,1999,14929.282112845138
Kajaki,2015,10468.06075949367
Ce magnifique gâteau!,2019,9698.81579976535
Coastlines,2006,12293.72619047619
Travolti da un insolito destino nell’…,1997,15428.127102803737
What to Do in Case of Fire,2002,13760.898276820453
Resident Alien,1991,18159.94713656388
The Ballad of Lefty Brown,2017,10077.219094247246
Zenith,2010,11320.418156808802
It's a Bash!,2010,11300.23658872077
Certifiably Jonathan,2011,10940.393063583813
Roadie,2012,10715.069686411149
Tú no eres yo,2024,4383.0
Le grand homme,2015,10365.913924050632
Life Without Death,2001,13866.619988706943
Muzzle,2023,8055.532655070561
The Man Who Bought Mustique,2001,13808.036137775267
Lao shi,2016,9793.56
Zerophilia,2006,12106.583333333334
Kill Your Idols,2006,12090.988095238095
Come Back to Me,2014,10286.07351077313
Tip Top,2013,8163.605150214591
Photographic Memory,2012,10558.965156794424
L'homme de sa vie,2007,11684.214182344427
Drama/Mex,2007,11676.630969609261
Dreaming of Joseph Lees,1999,14493.349339735892
Bing Fung: Chung Sang Chi Mun,2014,10199.736375158429
Kaena: La prophétie,2004,12772.395976707252
Hurensohn,2006,11939.714285714286
Masai: The Rain Warriors,2006,11930.357142857143
Im Keller,2015,4832.739240506329
Last Days Here,2012,10465.850174216026
Shan zhong zhuan qi,1979,33081.289256198346
A Perfect Man,2013,523.5502145922746
Jazz in the Diamond District,2009,11189.415384615384
American Chaos,2018,9535.923536439665
Detour,2017,2293.542227662179
The Animal Project,2014,10068.238276299113
Passionnement,2000,13799.275261324043
Area 51,2015,10023.655696202532
The Wrong Light,2017,9688.54834761322
Gasoline,2003,12890.4
Tales From the Script,2010,10862.00825309491
Girls Against Boys,2013,10159.303004291844
The Intended,2004,12519.411328745367
Birthright: A War Story,2017,9644.935128518971
The Other Lamb,2020,7318.182380216382
LoudQuietLoud: A Film About The Pixies,2006,11705.785714285714
Disappearances,2007,11383.918958031836
Hold Your Fire,2022,8058.178339596857
The Lost Arcade,2016,9824.999999999998
Little Big Top,2008,10928.795169530886
Lie Exposed,2020,9071.19319938176
The Cult of the Suicide Bomber,2006,11620.011904761905
Bel Borba Aqui,2012,10168.703832752612
Den blomstertid nu kommer,2019,1197.5971842002346
Rubble Kings,2015,9837.93417721519
Price Check,2012,10150.902439024389
Heaven Becomes Hell,1989,18775.258064516125
Allegro,2007,11229.221418234441
Cobra Verde,2007,11226.188133140375
The Giant Mechanical Man,2012,10127.62369337979
Outside Ozona,1998,14261.801226993864
Alter Ego,2022,7937.874957294158
Silent Waters,2004,12289.72789835892
The Thorn in the Heart,2010,10632.803301237964
Big Time,2017,9424.303549571603
Beloved Beast,2019,8977.060617911615
Mookie,2000,13299.010452961673
Set Fire to the Stars,2015,9657.518987341771
Stage Fright,2014,9401.449936628644
Indian Point,2016,9498.81
Looking for Palladin,2009,10620.710489510488
Too Outrageous Animation,1995,14938.125984251968
In the Life of Music,2020,8792.995363214835
Happiness Runs,2010,10377.650618982118
Viva,2008,10509.692522062238
Comet,2014,9555.528517110266
Antarctic Edge: 70º South,2015,9542.106329113923
L’étrange couleur des larmes de ton c…,2014,9539.589353612168
Die Marquise van O,1976,33423.64850615114
The ABC’s of Death 2,2014,9524.97845373891
El Bonaerense,2003,12251.347826086956
Cowboy and Lucky,2009,10494.657342657341
Only When I Dance,2010,10307.015130674003
The Preppie Connection,2016,9350.779999999999
Saint of 9/11,2006,11130.32142857143
Electric Shadows,2005,11476.485407066051
A Murder in the Park,2015,9451.898734177215
Mendy - A Question of Faith,2006,11108.488095238095
The Historian,2014,9461.221799746514
Gossamer Folds,2022,7640.338913563375
The Jazz Funeral,2017,9111.314565483477
Final Frequency,2021,8234.727675276752
"Guimba: un tyran, une époque",1996,14219.135755258127
Raising the Stakes,1999,13383.702280912365
Quantum Hoops,2007,10730.24602026049
Good Neighbors,2011,9886.335260115606
In Echo Park,2018,8854.78614097969
I Sell the Dead,2009,10356.878321678321
Malcolm,1986,20263.883211678833
Assaulted: Civil Rights Under Fire,2013,9518.358798283261
Skid Row,2007,10695.363241678726
Heartland,1981,24387.61716171617
The Case of the Grinning Cat,2006,10968.130952380952
Gods of Mexico,2023,7254.829012143092
The Brainwashing of My Dad,2016,9206.679999999998
Dreams Rewired,2015,4298.126582278481
El Método,2007,10642.28075253256
Somewhere in the City,1998,13532.701840490798
In the Land of Pomegranates,2018,8782.16487455197
The Hawk is Dying,2007,10625.597684515194
Munyurangabo,2009,10261.605594405593
Jack Smith and the Destruction of Atl…,2007,10616.497829232994
Bliss,1986,20074.554744525547
Aristide and the Endless Revolution,2005,11265.597542242702
The Camden 28,2007,10590.714905933428
Desert Bayou,2007,10580.098408104195
The Killing of John Lennon,2008,10185.508592661401
What We Found,2020,8473.493044822255
Tantura,2022,7483.514861633071
Gabriel,2015,9231.686075949367
Yana's Friends,2000,12696.501742160279
I Am Lisa,2020,8441.907264296753
Painless,2018,8689.510155316606
Casting About,2007,10498.199710564399
Domaine,2012,9467.602787456444
Aurora,2011,7769.831925300132
Black Irish,2007,10464.833574529666
Boom Bust Boom,2016,9033.759999999998
Misconceptions,2010,9935.097661623107
The Boonies,2021,7989.9365313653125
Duck Butter,2018,8610.6284348865
Anamorph,2008,10036.55921969345
The Sisterhood of Night,2015,9113.620253164556
Suspended Animation,2003,11737.030434782608
So Much Tenderness,2023,7081.48080078766
The Wait,2014,2801.3079847908743
Black Tar Heroin: The Dark End of the…,2000,12508.445993031359
Pursuit of Happiness,2003,11704.565217391304
Ma part du gateau,2011,9575.989328590484
Janie Jones,2011,9562.009782125388
Mad Tiger,2016,8938.13
Mutant Chronicles,2009,9996.307692307691
12 Hour Shift,2020,8285.19319938176
"No God, No Master",2014,9026.87959442332
Operation Homecoming,2007,10305.58610709117
Lifelines,2009,9956.732867132867
Finding Bliss,2010,9777.969738651995
Mercy,2010,9773.645116918844
The New Year Parade,2009,9918.623776223774
Calling All Earthlings,2018,8459.125448028673
The Dogwalker,2002,11798.301278488047
Okujirasama: Futatsu no seigi no mono…,2018,8447.856630824372
Buddha Heads,2002,11777.32962757087
Der Mann aus dem Eis,2018,2676.970131421744
"Scheherazade, Tell Me a Story",2011,9394.25522454424
The Mouse,1997,13138.198130841121
The Phantom of Liberty,1974,39360.58417849898
The Magical World of Chuck Jones,1992,14973.776193870275
The Skeptic,2009,9777.913286713285
"As Mil e Uma Noites: Volume 3, O Enca…",2015,5972.273417721519
Kamikaze Hearts,1986,19130.78102189781
20 centiímetros,2006,10347.440476190477
Breakfast with Curtis,2013,8944.882403433476
Take,2008,9677.328379006038
The Dying of the Light,2016,8681.369999999999
Sweet Country,1987,18304.943661971833
The Last New Yorker,2010,9524.258596973865
Flaming Ears,2022,7096.825418517253
Lowndes County and the Road to Black …,2022,7092.5288691493
Human Capital,2020,8013.069551777433
Azuloscurocasinegro,2007,10000.74095513748
"Brutti, sporchi e cattivi",1976,36412.93497363796
One Piece: Episode of Alabaster - Sab…,2007,9990.124457308248
The Cartel,2010,9469.480055020633
The Last Fall,2012,8993.811846689894
Dreams of a Life,2012,8981.487804878048
Down the Shore,2013,8849.078111587982
In Our Nature,2012,8959.578397212543
Summer Solstice,2024,6543.0
Gigante,2009,9588.833566433565
Dream Boy,2010,9419.02613480055
We Go Way Back,2006,10182.130952380952
I Am Ali,2014,8668.248415716096
The Pathological Optimist,2017,8366.041615667074
Spiral Farm,2019,8013.0809542432535
The Last Place on Earth,2004,10826.744309158285
Windfall,2012,8906.174216027874
Red Dwarf,1999,12264.61944777911
Grassroots,2012,8896.588850174216
The Beat Hotel,2012,8873.310104529615
Afterward,2020,7868.503863987634
"Magdalena, The Unholy Saint",2005,10415.606758832564
Ek Vivaah... Aisa Nhi,2008,9399.873664653971
Beyond Honor,2006,10038.654761904761
The Suicide Theory,2015,8535.230379746836
Some Velvet Morning,2013,8662.866952789698
Waiting for Happiness (Heremakono),2003,10964.699999999999
Ten 'Til Noon,2007,9712.578871201156
That's What I Am,2011,8946.90973766118
A Decent Factory,2005,10294.869431643625
Bang! Bang!,2020,7762.812982998453
100 Bloody Acres,2013,8619.687553648067
Dreamland,2006,9954.440476190477
Eve,2000,11650.327526132405
"Sorry, Haters",2006,9924.809523809525
I Melt with You,2011,8892.389506447309
Daybreak,2005,10230.476190476189
